,asr_transcript,uniqueId
282,Resumed ,7NqqnAOPVVSKnxyv-934321f0462711e9bc6555b32b211b66
283,Switch on the bathroom lights ,7NqqnAOPVVSKnxyv-939777f0463111e9bc6555b32b211b66
284,Loomed out ,7NqqnAOPVVSKnxyv-953b4870462711e9bc6555b32b211b66
285,Lights on the bathroom ,7NqqnAOPVVSKnxyv-95978db0463111e9bc6555b32b211b66
286,Fetch the newspaper ,7NqqnAOPVVSKnxyv-96178890463011e9bc6555b32b211b66
287,Turn the lights on ,7NqqnAOPVVSKnxyv-972d2d60462711e9bc6555b32b211b66
288,Bathroom lights on ,7NqqnAOPVVSKnxyv-97750040463111e9bc6555b32b211b66
289,Bring me some juice ,7NqqnAOPVVSKnxyv-98567c10463011e9bc6555b32b211b66
290,Switch on the lights ,7NqqnAOPVVSKnxyv-9962f920462711e9bc6555b32b211b66
291,Switched the lights off ,7NqqnAOPVVSKnxyv-9973b670463111e9bc6555b32b211b66
292,Bedroom heat up ,7NqqnAOPVVSKnxyv-99b5b360462f11e9bc6555b32b211b66
293,Get me some juice ,7NqqnAOPVVSKnxyv-9a581870463011e9bc6555b32b211b66
294,Lights on ,7NqqnAOPVVSKnxyv-9ba71cc0462711e9bc6555b32b211b66
295,Turn off the kitchen lights ,7NqqnAOPVVSKnxyv-9bf187b0463111e9bc6555b32b211b66
296,Increase the temperature in the bedroom ,7NqqnAOPVVSKnxyv-9c34e430462f11e9bc6555b32b211b66
297,Bring some juice ,7NqqnAOPVVSKnxyv-9c3eb2c0463011e9bc6555b32b211b66
298,Switch off the lights ,7NqqnAOPVVSKnxyv-9dd1ec00462711e9bc6555b32b211b66
299,From the lights off in the kitchen ,7NqqnAOPVVSKnxyv-9e05e8c0463111e9bc6555b32b211b66
300,Bring juice ,7NqqnAOPVVSKnxyv-9e204400463011e9bc6555b32b211b66
301,Increase the heating in the bedroom ,7NqqnAOPVVSKnxyv-9ebbb620462f11e9bc6555b32b211b66
302,Turn the lights off ,7NqqnAOPVVSKnxyv-9ff197b0462711e9bc6555b32b211b66
303,Go get me some juice ,7NqqnAOPVVSKnxyv-a02a44d0463011e9bc6555b32b211b66
304,Switched off the lights in the kitchen ,7NqqnAOPVVSKnxyv-a04a5a80463111e9bc6555b32b211b66
305,Turn of the washroom temperature ,7NqqnAOPVVSKnxyv-a1192e20462f11e9bc6555b32b211b66
306,Lights off ,7NqqnAOPVVSKnxyv-a1da06c0462711e9bc6555b32b211b66
307,But me my socks ,7NqqnAOPVVSKnxyv-a2224440463011e9bc6555b32b211b66
308,Switched the lights off in the kitchen ,7NqqnAOPVVSKnxyv-a2724390463111e9bc6555b32b211b66
309,Turn the temperature up in the washroom ,7NqqnAOPVVSKnxyv-a3a00010462f11e9bc6555b32b211b66
310,Volume up ,7NqqnAOPVVSKnxyv-a4514850462711e9bc6555b32b211b66
311,Give me my socks ,7NqqnAOPVVSKnxyv-a47fe350463011e9bc6555b32b211b66
312,Lights off in the kitchen ,7NqqnAOPVVSKnxyv-a4c470f0463111e9bc6555b32b211b66
313,Turn out the heat and the washroom ,7NqqnAOPVVSKnxyv-a5e2c420462f11e9bc6555b32b211b66
314,Bring socks ,7NqqnAOPVVSKnxyv-a65bf650463011e9bc6555b32b211b66
315,Turn of the volume ,7NqqnAOPVVSKnxyv-a667a530462711e9bc6555b32b211b66
316,Kitchen lights off ,7NqqnAOPVVSKnxyv-a7557c10463111e9bc6555b32b211b66
317,Bring my socks ,7NqqnAOPVVSKnxyv-a854b910463011e9bc6555b32b211b66
318,Turned the heat up in the wash room ,7NqqnAOPVVSKnxyv-a87be590462f11e9bc6555b32b211b66
319,Turned the law you mud ,7NqqnAOPVVSKnxyv-a8835940462711e9bc6555b32b211b66
320,Turn out the lights in the bedroom ,7NqqnAOPVVSKnxyv-aa501e70463111e9bc6555b32b211b66
321,Go getting my socks ,7NqqnAOPVVSKnxyv-aa5df690463011e9bc6555b32b211b66
322,Washroom heat up ,7NqqnAOPVVSKnxyv-aa972470462f11e9bc6555b32b211b66
323,Make the music louder ,7NqqnAOPVVSKnxyv-aae67690462711e9bc6555b32b211b66
324,Fetch my socks ,7NqqnAOPVVSKnxyv-ac48fdb0463011e9bc6555b32b211b66
325,From the bedroom lights off ,7NqqnAOPVVSKnxyv-acd62d10463111e9bc6555b32b211b66
326,Increase the temperature in the water em ,7NqqnAOPVVSKnxyv-acf8bb20462f11e9bc6555b32b211b66
327,Turned down the lawyer ,7NqqnAOPVVSKnxyv-ad0278c0462711e9bc6555b32b211b66
328,Bring me my shoes ,7NqqnAOPVVSKnxyv-ae5f3380463011e9bc6555b32b211b66
329,Switched off the lights in the bedroom ,7NqqnAOPVVSKnxyv-af529ec0463111e9bc6555b32b211b66
330,Turned the law him down ,7NqqnAOPVVSKnxyv-af596110462711e9bc6555b32b211b66
331,Increase the heating in the wash room ,7NqqnAOPVVSKnxyv-af5a9ff0462f11e9bc6555b32b211b66
332,Give me my shoes ,7NqqnAOPVVSKnxyv-b059cb00463011e9bc6555b32b211b66
333,Make the music softer ,7NqqnAOPVVSKnxyv-b1858fe0462711e9bc6555b32b211b66
334,Turn up the bathroom temperature ,7NqqnAOPVVSKnxyv-b1cfbea0462f11e9bc6555b32b211b66
335,Switched the bedroom lights off ,7NqqnAOPVVSKnxyv-b20dc720463111e9bc6555b32b211b66
336,Bring shoes ,7NqqnAOPVVSKnxyv-b23541c0463011e9bc6555b32b211b66
337,Turn up the temperature ,7NqqnAOPVVSKnxyv-b39bc5b0462711e9bc6555b32b211b66
338,Turn the temperature up in the bathroom ,7NqqnAOPVVSKnxyv-b4136d10462f11e9bc6555b32b211b66
339,Bring my shoes ,7NqqnAOPVVSKnxyv-b4143af0463011e9bc6555b32b211b66
340,Lights often the bedroom ,7NqqnAOPVVSKnxyv-b4846c70463111e9bc6555b32b211b66
341,Turned the temperature up ,7NqqnAOPVVSKnxyv-b5c47210462711e9bc6555b32b211b66
342,Turn out the heat in a bathroom ,7NqqnAOPVVSKnxyv-b6297bd0462f11e9bc6555b32b211b66
343,Go gimme my shoes ,7NqqnAOPVVSKnxyv-b6428ca0463011e9bc6555b32b211b66
344,Bedroom lights off ,7NqqnAOPVVSKnxyv-b72f1a10463111e9bc6555b32b211b66
345,To note the ,7NqqnAOPVVSKnxyv-b7a937a0462711e9bc6555b32b211b66
346,Fetch my shoes ,7NqqnAOPVVSKnxyv-b820e990463011e9bc6555b32b211b66
347,Turned the heat up in the bathroom ,7NqqnAOPVVSKnxyv-b83fb1a0462f11e9bc6555b32b211b66
348,Turn off the washroom lights ,7NqqnAOPVVSKnxyv-b9aaa160463111e9bc6555b32b211b66
349,Turned the heat up ,7NqqnAOPVVSKnxyv-b9b29c30462711e9bc6555b32b211b66
350,Bathroom here ,7NqqnAOPVVSKnxyv-ba177ee0462f11e9bc6555b32b211b66
351,Allow a different language ,7NqqnAOPVVSKnxyv-bb5b05f0463011e9bc6555b32b211b66
352,Turn down the temperature ,7NqqnAOPVVSKnxyv-bbe4be70462711e9bc6555b32b211b66
353,Switch off the washroom lights ,7NqqnAOPVVSKnxyv-bbf0e7e0463111e9bc6555b32b211b66
354,Increase the temperature in the bathroom ,7NqqnAOPVVSKnxyv-bc69d350462f11e9bc6555b32b211b66
355,Use a different language ,7NqqnAOPVVSKnxyv-bd83b250463011e9bc6555b32b211b66
356,Turned the temperature down ,7NqqnAOPVVSKnxyv-bde9dd40462711e9bc6555b32b211b66
357,Lights off in the washroom ,7NqqnAOPVVSKnxyv-bead6fd0463111e9bc6555b32b211b66
358,Increase the heating in the bathroom ,7NqqnAOPVVSKnxyv-bec9bc50462f11e9bc6555b32b211b66
359,Changed the language ,7NqqnAOPVVSKnxyv-bf96b3d0463011e9bc6555b32b211b66
360,Turned down the heat ,7NqqnAOPVVSKnxyv-bfd13ae0462711e9bc6555b32b211b66
361,Make a cooler ,7NqqnAOPVVSKnxyv-c0b78290462f11e9bc6555b32b211b66
362,Swished the language ,7NqqnAOPVVSKnxyv-c1795680463011e9bc6555b32b211b66
363,Certainly he doubt ,7NqqnAOPVVSKnxyv-c1be8bf0462711e9bc6555b32b211b66
364,Less hee ,7NqqnAOPVVSKnxyv-c2845350462f11e9bc6555b32b211b66
365,Washroom life's off ,7NqqnAOPVVSKnxyv-c2f838e0463111e9bc6555b32b211b66
366,Turn off the music ,7NqqnAOPVVSKnxyv-c3dbc6a0462711e9bc6555b32b211b66
367,Swished language ,7NqqnAOPVVSKnxyv-c3f61650463011e9bc6555b32b211b66
368,He'd dal ,7NqqnAOPVVSKnxyv-c45a99f0462f11e9bc6555b32b211b66
369,Turn volume up ,7NqqnAOPVVSKnxyv-c546e3d0463111e9bc6555b32b211b66
370,Stop the music ,7NqqnAOPVVSKnxyv-c5c87b70462711e9bc6555b32b211b66
371,Swish languages ,7NqqnAOPVVSKnxyv-c604ab00463011e9bc6555b32b211b66
372,Decreased the temperature ,7NqqnAOPVVSKnxyv-c65d95e0462f11e9bc6555b32b211b66
373,Turned sound up ,7NqqnAOPVVSKnxyv-c76b2360463111e9bc6555b32b211b66
374,Play ,7NqqnAOPVVSKnxyv-c77b3480462711e9bc6555b32b211b66
375,Decrease the heating ,7NqqnAOPVVSKnxyv-c83fea70462f11e9bc6555b32b211b66
376,Changed system language ,7NqqnAOPVVSKnxyv-c8ae6e40463011e9bc6555b32b211b66
377,Turn it up ,7NqqnAOPVVSKnxyv-c97ee830463111e9bc6555b32b211b66
378,Put on the music ,7NqqnAOPVVSKnxyv-c97f41e0462711e9bc6555b32b211b66
379,Could you decrease the heating ,7NqqnAOPVVSKnxyv-ca41fc00462f11e9bc6555b32b211b66
380,Open language settings ,7NqqnAOPVVSKnxyv-cb15d150463011e9bc6555b32b211b66
381,Make it louder ,7NqqnAOPVVSKnxyv-cb4ca350463111e9bc6555b32b211b66
382,Play the music ,7NqqnAOPVVSKnxyv-cb8a5420462711e9bc6555b32b211b66
383,Could you decrease the heeding please ,7NqqnAOPVVSKnxyv-cc741e40462f11e9bc6555b32b211b66
384,Said the language ,7NqqnAOPVVSKnxyv-cd50a620463011e9bc6555b32b211b66
385,Start the music ,7NqqnAOPVVSKnxyv-cdba7a90462711e9bc6555b32b211b66
386,Turn down the temperature in the kitchen ,7NqqnAOPVVSKnxyv-cee6a4e0462f11e9bc6555b32b211b66
387,Louder ,7NqqnAOPVVSKnxyv-ceff9930463111e9bc6555b32b211b66
388,Language settings ,7NqqnAOPVVSKnxyv-cf677830463011e9bc6555b32b211b66
389,Turn on the lamp ,7NqqnAOPVVSKnxyv-cfb0f360462711e9bc6555b32b211b66
390,Increase the heeding the bathroom ,7NqqnAOPVVSKnxyv-d11abb90463211e9bc6555b32b211b66
391,Turned the kitchen temperature down ,7NqqnAOPVVSKnxyv-d172f510462f11e9bc6555b32b211b66
392,Said languished the chinese ,7NqqnAOPVVSKnxyv-d17f0d90463011e9bc6555b32b211b66
393,Switch on the lamp ,7NqqnAOPVVSKnxyv-d1caf9c0462711e9bc6555b32b211b66
394,Volume max ,7NqqnAOPVVSKnxyv-d2b240f0463111e9bc6555b32b211b66
395,Make a cooler ,7NqqnAOPVVSKnxyv-d3157a20463211e9bc6555b32b211b66
396,Turned down to heat in the kitchen ,7NqqnAOPVVSKnxyv-d3b5b920462f11e9bc6555b32b211b66
397,Said language to german ,7NqqnAOPVVSKnxyv-d3b85bc0463011e9bc6555b32b211b66
398,During the lamp on ,7NqqnAOPVVSKnxyv-d3ebddf0462711e9bc6555b32b211b66
399,Louder please ,7NqqnAOPVVSKnxyv-d4d76ae0463111e9bc6555b32b211b66
400,Less hee ,7NqqnAOPVVSKnxyv-d4d811b0463211e9bc6555b32b211b66
401,Turned the he down in the kitchen ,7NqqnAOPVVSKnxyv-d5cefc30462f11e9bc6555b32b211b66
402,Said language to corene ,7NqqnAOPVVSKnxyv-d5d10290463011e9bc6555b32b211b66
403,Lampon ,7NqqnAOPVVSKnxyv-d5d4e940462711e9bc6555b32b211b66
404,He'd down ,7NqqnAOPVVSKnxyv-d696ffc0463211e9bc6555b32b211b66
405,Increase the volume ,7NqqnAOPVVSKnxyv-d74f21a0463111e9bc6555b32b211b66
406,Kitchen he down ,7NqqnAOPVVSKnxyv-d7c94590462f11e9bc6555b32b211b66
407,Turn off the lamp ,7NqqnAOPVVSKnxyv-d7ea82d0462711e9bc6555b32b211b66
408,Said language to english ,7NqqnAOPVVSKnxyv-d7ebcc40463011e9bc6555b32b211b66
409,Decreased the temperature ,7NqqnAOPVVSKnxyv-d88c1900463211e9bc6555b32b211b66
410,Increase the sound volume ,7NqqnAOPVVSKnxyv-d96a6080463111e9bc6555b32b211b66
411,Decrease the temperature in the kitchen ,7NqqnAOPVVSKnxyv-d9f1f1f0462f11e9bc6555b32b211b66
412,Turned the lamp off ,7NqqnAOPVVSKnxyv-d9fbfdb0462711e9bc6555b32b211b66
413,Decrease the heating ,7NqqnAOPVVSKnxyv-da8725b0463211e9bc6555b32b211b66
414,Said my vada semi device to chinese ,7NqqnAOPVVSKnxyv-dadf69c0463011e9bc6555b32b211b66
415,I need volume ,7NqqnAOPVVSKnxyv-db53b9f0463111e9bc6555b32b211b66
416,Decrease the heating in the kitchen ,7NqqnAOPVVSKnxyv-dc3af790462f11e9bc6555b32b211b66
417,Two had dropped the lamp ,7NqqnAOPVVSKnxyv-dc3f5e00462711e9bc6555b32b211b66
418,Could you choose to heating ,7NqqnAOPVVSKnxyv-dcaa53d0463211e9bc6555b32b211b66
419,Increase the sound ,7NqqnAOPVVSKnxyv-dd38cda0463111e9bc6555b32b211b66
420,Lamp off ,7NqqnAOPVVSKnxyv-de074cc0462711e9bc6555b32b211b66
421,Turned out the temperature in the bedroom ,7NqqnAOPVVSKnxyv-de8ef9b0462f11e9bc6555b32b211b66
422,Could you decrease the hiding place ,7NqqnAOPVVSKnxyv-dee26980463211e9bc6555b32b211b66
423,Louder foam ,7NqqnAOPVVSKnxyv-df7242e0463111e9bc6555b32b211b66
424,Switch the lights on ,7NqqnAOPVVSKnxyv-e015e170462711e9bc6555b32b211b66
425,Oh can't us which the main languished to german ,7NqqnAOPVVSKnxyv-e0bfc6f0463011e9bc6555b32b211b66
426,Turned the temperature in the bedroom doubt ,7NqqnAOPVVSKnxyv-e0c98060462f11e9bc6555b32b211b66
427,Turned on the temperature in the kitchen ,7NqqnAOPVVSKnxyv-e11cc920463211e9bc6555b32b211b66
428,Turn on the kitchen lights ,7NqqnAOPVVSKnxyv-e2227a50462711e9bc6555b32b211b66
429,I can hear that ,7NqqnAOPVVSKnxyv-e2361dd0463111e9bc6555b32b211b66
430,Turned down the bedroom heap ,7NqqnAOPVVSKnxyv-e2de7db0462f11e9bc6555b32b211b66
431,Tourniquet shouldn't temperature down ,7NqqnAOPVVSKnxyv-e3ba3050463211e9bc6555b32b211b66
432,Oh chaos which the malay which the corinne ,7NqqnAOPVVSKnxyv-e3bd7690463011e9bc6555b32b211b66
433,Switch on the kitchen lights ,7NqqnAOPVVSKnxyv-e4734820462711e9bc6555b32b211b66
434,To quiet ,7NqqnAOPVVSKnxyv-e4d5a7e0463111e9bc6555b32b211b66
435,Then the bedroom he belle ,7NqqnAOPVVSKnxyv-e6a39c00462f11e9bc6555b32b211b66
436,Turn the lights on in the kitchen ,7NqqnAOPVVSKnxyv-e6af2e60462711e9bc6555b32b211b66
437,That's too quiet ,7NqqnAOPVVSKnxyv-e6be3e00463111e9bc6555b32b211b66
438,Oh cannot splice the main languished to english ,7NqqnAOPVVSKnxyv-e6fb8a90463011e9bc6555b32b211b66
439,Turned the he down in the kitchen ,7NqqnAOPVVSKnxyv-e7d6e480463211e9bc6555b32b211b66
440,Far too quiet ,7NqqnAOPVVSKnxyv-e8bc09d0463111e9bc6555b32b211b66
441,Switch on the lights in the kitchen ,7NqqnAOPVVSKnxyv-e8dd31f0462711e9bc6555b32b211b66
442,Kitchen he down ,7NqqnAOPVVSKnxyv-e9ab5660463211e9bc6555b32b211b66
443,Send my fond language to chinese ,7NqqnAOPVVSKnxyv-e9af38e0463011e9bc6555b32b211b66
444,Turn the sound up ,7NqqnAOPVVSKnxyv-eac7df60463111e9bc6555b32b211b66
445,Increase the temperature in the bedroom ,7NqqnAOPVVSKnxyv-eb054870462f11e9bc6555b32b211b66
446,Lights on in the kitchen ,7NqqnAOPVVSKnxyv-eb078c00462711e9bc6555b32b211b66
447,Decrease the temperature in the kitchen ,7NqqnAOPVVSKnxyv-ebcf95f0463211e9bc6555b32b211b66
448,Semi thorns language to german ,7NqqnAOPVVSKnxyv-ec398d40463011e9bc6555b32b211b66
449,Decrease the heating in the bedroom ,7NqqnAOPVVSKnxyv-ed027800462f11e9bc6555b32b211b66
450,I need to hear this increase the volume ,7NqqnAOPVVSKnxyv-ed261ab0463111e9bc6555b32b211b66
451,The cursed the heating in the kitchen ,7NqqnAOPVVSKnxyv-edf0c840463211e9bc6555b32b211b66
452,So my fond language to corinne ,7NqqnAOPVVSKnxyv-eec8eab0463011e9bc6555b32b211b66
453,Its lights on ,7NqqnAOPVVSKnxyv-eee86fb0462711e9bc6555b32b211b66
454,Turned down the washroom temperature ,7NqqnAOPVVSKnxyv-ef52d0a0462f11e9bc6555b32b211b66
455,Her down the temperature in the bedroom ,7NqqnAOPVVSKnxyv-f01d9350463211e9bc6555b32b211b66
456,I couldn't hear anything child the volume ,7NqqnAOPVVSKnxyv-f030e9b0463111e9bc6555b32b211b66
457,Twitched the kitchen lights on ,7NqqnAOPVVSKnxyv-f10d7290462711e9bc6555b32b211b66
458,Turned the temperature down in the water em ,7NqqnAOPVVSKnxyv-f1a9b8f0462f11e9bc6555b32b211b66
459,Said my fond language to english ,7NqqnAOPVVSKnxyv-f1cd7820463011e9bc6555b32b211b66
460,Turn the temperature in the bedroom now ,7NqqnAOPVVSKnxyv-f2618fe0463211e9bc6555b32b211b66
461,During the kitchen lights one ,7NqqnAOPVVSKnxyv-f31b43f0462711e9bc6555b32b211b66
462,Turn down the heat in the water em ,7NqqnAOPVVSKnxyv-f3ba2260462f11e9bc6555b32b211b66
463,Turned down the bedroom heat ,7NqqnAOPVVSKnxyv-f4635350463211e9bc6555b32b211b66
464,Video sound is too low a turn up the volume ,7NqqnAOPVVSKnxyv-f48ca2b0463111e9bc6555b32b211b66
465,Any deprived as my shine ease which the language ,7NqqnAOPVVSKnxyv-f4da1be0463011e9bc6555b32b211b66
466,During the late in the bedroom ,7NqqnAOPVVSKnxyv-f53daec0462711e9bc6555b32b211b66
467,Turned the he down in the water ,7NqqnAOPVVSKnxyv-f5fc9850462f11e9bc6555b32b211b66
468,Turn the bedroom he'd done ,7NqqnAOPVVSKnxyv-f66f4ff0463211e9bc6555b32b211b66
469,Decrease volume ,7NqqnAOPVVSKnxyv-f6a48630463111e9bc6555b32b211b66
470,Turned the bedroom lights on ,7NqqnAOPVVSKnxyv-f74a47a0462711e9bc6555b32b211b66
471,Any to practise my german swished the language ,7NqqnAOPVVSKnxyv-f7a8a530463011e9bc6555b32b211b66
472,Bedroom he down ,7NqqnAOPVVSKnxyv-f83f2df0463211e9bc6555b32b211b66
473,Decrease the temperature in the water em ,7NqqnAOPVVSKnxyv-f8572a20462f11e9bc6555b32b211b66
474,Turn volume doubt ,7NqqnAOPVVSKnxyv-f8c20f00463111e9bc6555b32b211b66
475,Switch on the lights in the bedroom ,7NqqnAOPVVSKnxyv-f96e6020462711e9bc6555b32b211b66
476,Decrease the heating in the washroom ,7NqqnAOPVVSKnxyv-fa8331e0462f11e9bc6555b32b211b66
477,Decrease the temperature in the ledger ,7NqqnAOPVVSKnxyv-fa87be60463211e9bc6555b32b211b66
478,I need to practise maclaurin switched the language ,7NqqnAOPVVSKnxyv-fa8dead0463011e9bc6555b32b211b66
479,Turn sound out ,7NqqnAOPVVSKnxyv-fa9f8190463111e9bc6555b32b211b66
480,Twist the bedroom lights on ,7NqqnAOPVVSKnxyv-fb8fb980462711e9bc6555b32b211b66
481,Washroom he'd down ,7NqqnAOPVVSKnxyv-fc851c60462f11e9bc6555b32b211b66
482,Decrease the heating in the bedroom ,7NqqnAOPVVSKnxyv-fcd61b30463211e9bc6555b32b211b66
483,Decrease audio volume ,7NqqnAOPVVSKnxyv-fd2d5860463111e9bc6555b32b211b66
484,Any to practise my english swished the language ,7NqqnAOPVVSKnxyv-fd53e8a0463011e9bc6555b32b211b66
485,Lights on in the bedroom ,7NqqnAOPVVSKnxyv-fdb04f90462711e9bc6555b32b211b66
486,Turn down the bathroom temperature ,7NqqnAOPVVSKnxyv-fee134d0462f11e9bc6555b32b211b66
487,Turn down the washroom temperature ,7NqqnAOPVVSKnxyv-ff22ca50463211e9bc6555b32b211b66
488,Reduce audio volume ,7NqqnAOPVVSKnxyv-ff6bfdc0463111e9bc6555b32b211b66
489,Turned the washroom lights off ,7NqqnAOPVVSKnxyv-ff845d30463011e9bc6555b32b211b66
490,Bedroom lights on ,7NqqnAOPVVSKnxyv-ffa0d4f0462711e9bc6555b32b211b66
491,Bathroom heat down ,8B9N9jOOXGUordVG-01419d3045e711e9b578494a5b19ab8b
492,Lights on ,8B9N9jOOXGUordVG-01e588e045e811e9b578494a5b19ab8b
493,Switch the lights off in the kitchen ,8B9N9jOOXGUordVG-0273c9b045e911e9b578494a5b19ab8b
494,Kitchen heat up ,8B9N9jOOXGUordVG-02c96e5045ea11e9b578494a5b19ab8b
495,Switch the bedroom lights off ,8B9N9jOOXGUordVG-035b405045e511e9b578494a5b19ab8b
496,Turn the heat up in the kitchen ,8B9N9jOOXGUordVG-0407b78045e611e9b578494a5b19ab8b
497,Pause music ,8B9N9jOOXGUordVG-064e2fa045e711e9b578494a5b19ab8b
498,Switch off the lights ,8B9N9jOOXGUordVG-066592c045e811e9b578494a5b19ab8b
499,Lights off in the bedroom ,8B9N9jOOXGUordVG-078b075045e511e9b578494a5b19ab8b
500,Lights off in the kitchen ,8B9N9jOOXGUordVG-08176c0045e911e9b578494a5b19ab8b
501,Turn up the temperature in the bedroom ,8B9N9jOOXGUordVG-082447d045ea11e9b578494a5b19ab8b
502,Turn up the volume ,8B9N9jOOXGUordVG-08d377c045e311e981ce69b74fd7e64e
503,Stop music ,8B9N9jOOXGUordVG-09398fc045e711e9b578494a5b19ab8b
504,Turn the lights off ,8B9N9jOOXGUordVG-0974596045e811e9b578494a5b19ab8b
505,Kitchen heat up ,8B9N9jOOXGUordVG-097a5ec045e611e9b578494a5b19ab8b
506,Kitchen lights off ,8B9N9jOOXGUordVG-0b18ec3045e911e9b578494a5b19ab8b
507,Bedroom life's off ,8B9N9jOOXGUordVG-0b5b222045e511e9b578494a5b19ab8b
508,Stop ,8B9N9jOOXGUordVG-0bea7ef045e711e9b578494a5b19ab8b
509,Lights off ,8B9N9jOOXGUordVG-0d9c583045e811e9b578494a5b19ab8b
510,Turn the temperature in the bedroom up ,8B9N9jOOXGUordVG-0dd5a5c045ea11e9b578494a5b19ab8b
511,Turn up the temperature in the bedroom ,8B9N9jOOXGUordVG-0dd861b045e611e9b578494a5b19ab8b
512,Play music ,8B9N9jOOXGUordVG-0ecdc8c045e711e9b578494a5b19ab8b
513,Turn off the lights in the bedroom ,8B9N9jOOXGUordVG-0ee8b8e045e911e9b578494a5b19ab8b
514,Turn the volume up ,8B9N9jOOXGUordVG-0f612bf045e311e981ce69b74fd7e64e
515,Turn off the washroom lights ,8B9N9jOOXGUordVG-0f75da8045e511e9b578494a5b19ab8b
516,Volume up ,8B9N9jOOXGUordVG-1068708045e811e9b578494a5b19ab8b
517,Turn out the bedroom heat ,8B9N9jOOXGUordVG-11722d7045ea11e9b578494a5b19ab8b
518,Resume music ,8B9N9jOOXGUordVG-1222e73045e711e9b578494a5b19ab8b
519,Turn the temperature in the bedroom up ,8B9N9jOOXGUordVG-12912ed045e611e9b578494a5b19ab8b
520,Switch off the washroom lights ,8B9N9jOOXGUordVG-13bf1cf045e511e9b578494a5b19ab8b
521,Turn the bedroom lights off ,8B9N9jOOXGUordVG-13f0b77045e911e9b578494a5b19ab8b
522,Turn at the volume ,8B9N9jOOXGUordVG-150418b045e811e9b578494a5b19ab8b
523,Turn the bedroom heat up ,8B9N9jOOXGUordVG-152a055045ea11e9b578494a5b19ab8b
524,Bring me the newspaper ,8B9N9jOOXGUordVG-1594192045e711e9b578494a5b19ab8b
525,Make the music louder ,8B9N9jOOXGUordVG-16cb5d7045e311e981ce69b74fd7e64e
526,Turn out the bedroom heat ,8B9N9jOOXGUordVG-176e25c045e611e9b578494a5b19ab8b
527,Switched off the lights in the bedroom ,8B9N9jOOXGUordVG-17979f6045e911e9b578494a5b19ab8b
528,Turn the volume up ,8B9N9jOOXGUordVG-17bbbea045e811e9b578494a5b19ab8b
529,Life's off in the washroom ,8B9N9jOOXGUordVG-1803a47045e511e9b578494a5b19ab8b
530,Get me the newspaper ,8B9N9jOOXGUordVG-19350da045e711e9b578494a5b19ab8b
531,Bedroom heat up ,8B9N9jOOXGUordVG-1a71f31045ea11e9b578494a5b19ab8b
532,Make the music louder ,8B9N9jOOXGUordVG-1af7138045e811e9b578494a5b19ab8b
533,Washroom lights off ,8B9N9jOOXGUordVG-1bc8e9d045e511e9b578494a5b19ab8b
534,Turn the bedroom heat up ,8B9N9jOOXGUordVG-1bcd131045e611e9b578494a5b19ab8b
535,Bring the newspaper ,8B9N9jOOXGUordVG-1c92dea045e711e9b578494a5b19ab8b
536,Turned down the volume ,8B9N9jOOXGUordVG-1ce938d045e311e981ce69b74fd7e64e
537,Switch the bedroom lights off ,8B9N9jOOXGUordVG-1dc3366045e911e9b578494a5b19ab8b
538,Increase the temperature in the bedroom ,8B9N9jOOXGUordVG-1e4409b045ea11e9b578494a5b19ab8b
539,Turned down the volume ,8B9N9jOOXGUordVG-1f438a4045e811e9b578494a5b19ab8b
540,Bring newspaper ,8B9N9jOOXGUordVG-1fbb20b045e711e9b578494a5b19ab8b
541,Lights off in the bedroom ,8B9N9jOOXGUordVG-214cf96045e911e9b578494a5b19ab8b
542,Bedroom heat up ,8B9N9jOOXGUordVG-216cbdc045e611e9b578494a5b19ab8b
543,Turn the volume down ,8B9N9jOOXGUordVG-224160f045e811e9b578494a5b19ab8b
544,Increase the heating in the bedroom ,8B9N9jOOXGUordVG-2255e87045ea11e9b578494a5b19ab8b
545,Turn sound up ,8B9N9jOOXGUordVG-2331469045e511e9b578494a5b19ab8b
546,Go get the newspaper ,8B9N9jOOXGUordVG-2366757045e711e9b578494a5b19ab8b
547,Turn the volume down ,8B9N9jOOXGUordVG-23f67d4045e311e981ce69b74fd7e64e
548,Increase the temperature in the bedroom ,8B9N9jOOXGUordVG-25afbea045e611e9b578494a5b19ab8b
549,Bedroom lights off ,8B9N9jOOXGUordVG-264b5b0045e911e9b578494a5b19ab8b
550,Turn up the washroom temperature ,8B9N9jOOXGUordVG-26d57d2045ea11e9b578494a5b19ab8b
551,Fetch the newspaper ,8B9N9jOOXGUordVG-2701c4a045e711e9b578494a5b19ab8b
552,Make the music softer ,8B9N9jOOXGUordVG-273f747045e811e9b578494a5b19ab8b
553,Turn on the lamp ,8B9N9jOOXGUordVG-275a735045e411e9b578494a5b19ab8b
554,Turn it up ,8B9N9jOOXGUordVG-2806002045e511e9b578494a5b19ab8b
555,Make the music softer ,8B9N9jOOXGUordVG-28d9198045e311e981ce69b74fd7e64e
556,Turn off the washroom lights ,8B9N9jOOXGUordVG-2a00c1e045e911e9b578494a5b19ab8b
557,Increase the heating in the bedroom ,8B9N9jOOXGUordVG-2a1c197045e611e9b578494a5b19ab8b
558,Turn at the temperature ,8B9N9jOOXGUordVG-2ab7f96045e811e9b578494a5b19ab8b
559,Make it louder ,8B9N9jOOXGUordVG-2b0c896045e511e9b578494a5b19ab8b
